Round,Result,Player Profile,Opponent Profile,Record,Location
1595,3,VampireX_,VampireX_,RiuuK1,2-0-0,rc_sao_paulo_11_01_2025
1598,2,leomane,leomane,Zanetti,2-1-0,rc_sao_paulo_11_01_2025
1600,4,leomane,leomane,BigKoala13,2-1-0,rc_sao_paulo_11_01_2025
1602,1,Coraiola,Coraiola,glyra,2-1-0,rc_sao_paulo_11_01_2025
1603,2,Coraiola,Coraiola,Errerias,2-1-0,rc_sao_paulo_11_01_2025
1610,4,Guilherme91,Guilherme91,skprtst,2-0-0,rc_sao_paulo_11_01_2025
1611,5,Guilherme91,Guilherme91,luisdesouza100,2-0-0,rc_sao_paulo_11_01_2025
1616,2,BigKoala13,BigKoala13,NinjaZenny,2-1-0,rc_sao_paulo_11_01_2025
1619,5,BigKoala13,BigKoala13,brunocezarmoreno,2-0-0,rc_sao_paulo_11_01_2025
1620,1,Koishiteru,Koishiteru,RiuuK1,2-1-0,rc_sao_paulo_11_01_2025
1623,4,Koishiteru,Koishiteru,DeathShadow2087,2-1-0,rc_sao_paulo_11_01_2025
1627,2,Yulios,Yulios,Solid,2-0-0,rc_sao_paulo_11_01_2025
1630,5,Yulios,Yulios,Crashmere,2-1-0,rc_sao_paulo_11_01_2025
1633,2,lordiwa,lordiwa,kcomedina,2-1-0,rc_sao_paulo_11_01_2025
1634,3,lordiwa,lordiwa,Franco92,2-0-0,rc_sao_paulo_11_01_2025
1639,1,sebastianpozzo,sebastianpozzo,JuanCerda,2-1-0,rc_sao_paulo_11_01_2025
1644,2,Cris,Cris,Juliano_Bolts,2-1-0,rc_sao_paulo_11_01_2025
1651,3,ZMontCristo,ZMontCristo,Gusi,2-0-0,rc_sao_paulo_11_01_2025
1655,3,Helderfc,Helderfc,EliMartins,2-0-0,rc_sao_paulo_11_01_2025
1661,4,EliMartins,EliMartins,Kingcapivara,2-0-0,rc_sao_paulo_11_01_2025
1665,3,Xuxa,Xuxa,CBJr,2-0-0,rc_sao_paulo_11_01_2025
1669,2,vediamaxi,vediamaxi,PINHEIRO,1-0-0,rc_sao_paulo_11_01_2025
1672,2,Levunga,Levunga,Rudzilla,2-0-0,rc_sao_paulo_11_01_2025
1675,1,tsiqueira,tsiqueira,pedro_mansu,2-0-0,rc_sao_paulo_11_01_2025
1680,1,ArthurAM,ArthurAM,Kingcapivara,2-1-0,rc_sao_paulo_11_01_2025
1686,2,Nanoh,Nanoh,Sara,2-1-0,rc_sao_paulo_11_01_2025
1692,3,Zanetti,Zanetti,Thiagobt,2-0-0,rc_sao_paulo_11_01_2025
1696,3,Burghi,Burghi,ScottyFischer,2-0-0,rc_sao_paulo_11_01_2025
1699,1,MauroFylipe,MauroFylipe,Lgomes,2-0-0,rc_sao_paulo_11_01_2025
1705,3,zanottiwal,zanottiwal,Lethoras,2-0-0,rc_sao_paulo_11_01_2025
1707,1,Castelo,Castelo,Canepis,2-0-0,rc_sao_paulo_11_01_2025
1712,2,Jose_Fernandez,Jose_Fernandez,Cfing,2-1-0,rc_sao_paulo_11_01_2025
1716,1,luizhmiguel,luizhmiguel,Glowark,2-1-0,rc_sao_paulo_11_01_2025
1721,2,Christiansantos,Christiansantos,Panxovp,2-0-0,rc_sao_paulo_11_01_2025
1727,3,LeonardoLambiasi,LeonardoLambiasi,Panxovp,2-1-0,rc_sao_paulo_11_01_2025
1730,1,Undead157,Undead157,222maxi222,2-0-0,rc_sao_paulo_11_01_2025
1736,3,Cfing,Cfing,PINHEIRO,2-0-0,rc_sao_paulo_11_01_2025
1740,2,Crashmere,Crashmere,TakayamaMTG,2-1-0,rc_sao_paulo_11_01_2025
1750,2,luisdesouza100,luisdesouza100,Eitaleo,2-1-0,rc_sao_paulo_11_01_2025
1762,3,pedro_mansu,pedro_mansu,Solid,2-0-0,rc_sao_paulo_11_01_2025
1766,3,AmadorZcv,AmadorZcv,Eitaleo,2-1-0,rc_sao_paulo_11_01_2025
1768,1,Franco92,Franco92,Cabrall1984,2-0-0,rc_sao_paulo_11_01_2025
1779,3,Lgomes,Lgomes,igorneiva,2-0-0,rc_sao_paulo_11_01_2025
1783,3,Rudzilla,Rudzilla,skprtst,2-1-0,rc_sao_paulo_11_01_2025
